authors,title
Thuy Thi Pham,Automated Classification for Biomedical Data - Machine Learning Approaches for Subject-Independent Settings.
Daniel Quang,Efficient large-scale machine learning algorithms for genomic sequences.
Huibin Shen,Machine Learning for Small Molecule Identification.
Virginia Smith,System-Aware Optimization for Machine Learning at Scale.
Shivaram Venkataraman,System Design for Large Scale Machine Learning.
Bo Xie 0002,Algorithms and analysis for non-convex optimization problems in machine learning.
Kaibin Zong,Building change detection from remotely sensed data using machine learning techniques.
Arne Ehlers,Object detection using feature mining in a distributed machine learning framework.
Sven Kurras,Variants of the Graph Laplacian with Applications in Machine Learning.
Mohammed Mediani,Learning from Noisy Data in Statistical Machine Translation.
Nedim Srndic,Machine Learning and Security of Non-Executable Files.
Marina M.-C. Vidovic,Improving and interpreting machine learning algorithms with applications.
Huang Xiao,Adversarial and Secure Machine Learning.
Malek Alrashidi,Making the invisible visible in constructionist learning tasks - an explanation framework based on a Pedagogical Virtual Machine (PVM).
Youngmin Ha,Machine learning in quantitative finance.
Osman Ali Sadek Ibrahim,Evolutionary algorithms and machine learning techniques for information retrieval.
Sultanah Al Otaibi,Machine learning methods for delay estimation in gravitationally lensed signals.
Soujanya Poria,Novel symbolic and machine-learning approaches for text-based and multimodal sentiment analysis.
Sanaa Chafik,Machine learning techniques for content-based information retrieval. (Méthodes d&apos;apprentissage automatique pour la recherche par le contenu de l&apos;information).
Gabriella Contardo,Machine learning under budget constraints. (Apprentissage statistique sous contraintes de budget).
Nicolas Flammarion,"Stochastic Approximation and Least-Squares Regression, with Applications to Machine Learning. (Approximation Stochastique et Régression par Moindres Carrés - Applications en Apprentissage Automatique)."
Emmanuel Kalunga,Vers des interfaces cérébrales adaptées aux utilisateurs - interaction robuste et apprentissage statistique basé sur la géométrie riemannienne. (Toward user-adapted brain computer interfaces - robust interaction and machine learning based on riemannian geometry).
Pierre-Yves Massé,Autour de L&apos;Usage des gradients en apprentissage statistique. (Around the Use of Gradients in Machine Learning).
Karim Sayadi,Classification du texte numérique et numérisé. Approche fondée sur les algorithmes d&apos;apprentissage automatique. (Text and Image based classification of documents using machine and representation learning).
Maryam Mousaarab Najafabadi,Machine learning algorithms for the analysis and detection of network attacks.
"[Dionisios N. Sotiropoulos, George A. Tsihrintzis]",Machine Learning Paradigms - Artificial Immune Systems and their Applications in Software Personalization
Gerasimos G. Rigatos,State-Space Approaches for Modelling and Control in Financial Engineering - Systems Theory and Machine Learning Methods
Parag Kulkarni,Reverse Hypothesis Machine Learning - A Practitioner&apos;s Perspective
"[Haibin Yan, Jiwen Lu]",Facial Kinship Verification - A Machine Learning Approach
"[Diederik M. Roijers, Shimon Whiteson]",Multi-Objective Decision Making
"[Kaan Koseler, Matthew Stephan]",Machine Learning Applications in Baseball - A Systematic Literature Review.
"[Moise Busogi, Namhun Kim]",Analytical Modeling of Human Choice Complexity in a Mixed Model Assembly Line Using Machine Learning-Based Human in the Loop Simulation.
"[Min Chen 0003, Yixue Hao, Kai Hwang 0001, Lu Wang, Lin Wang]",Disease Prediction by Machine Learning Over Big Data From Healthcare Communities.
"[Morched Derbali, Seyed M. Buhari, Georgios Tsaramirsis, Milos Stojmenovic, Houssem Jerbi, Mohamed Naceur Abdelkrim, Mohammad H. Al-Beirutty]",Water Desalination Fault Detection Using Machine Learning Approaches - A Comparative Study.
"[Zhiqiang Ge, Zhihuan Song, Steven X. Ding, Biao Huang]",Data Mining and Analytics in the Process Industry - The Role of Machine Learning.
"[Tassadaq Hussain, Sabato Marco Siniscalchi, Chi-Chun Lee, Syu-Siang Wang, Yu Tsao, Wen-Hung Liao]",Experimental Study on Extreme Learning Machine Applications for Speech Enhancement.
"[Bo Jin 0003, Zhongliang Jing, Haitao Zhao 0002]",Incremental and Decremental Extreme Learning Machine Based on Generalized Inverse.
"[Alexandra L&apos;Heureux, Katarina Grolinger, Hany F. ElYamany, Miriam A. M. Capretz]",Machine Learning With Big Data - Challenges and Approaches.
"[Jing-Jing Li, Farrikh Alzami, Yue-Jiao Gong, Zhiwen Yu]",A Multi-Label Learning Method Using Affinity Propagation and Support Vector Machine.
"[Bin Liu 0023, Jinrong He, Yaojun Geng, Lvwen Huang, Shuqin Li]",Toward Emotion-Aware Computing - A Loop Selection Approach Based on Machine Learning for Speculative Multithreading.
"[Chunhong Liu, Jingjing Han, Yanlei Shang, Chuanchang Liu, Bo Cheng 0001, Junliang Chen]",Predicting of Job Failure in Compute Cloud Based on Online Extreme Learning Machine - A Comparative Study.
"[Fei Lv 0003, Min Han, Tie Qiu]",Remote Sensing Image Classification Based on Ensemble Extreme Learning Machine With Stacked Autoencoder.
"[Jameela Al Otaibi, Zeineb Safi, Abdelaali Hassaïne, Fahad Islam, Ali Jaoua]",Machine Learning and Conceptual Reasoning for Inconsistency Detection.
"[Mu-Chun Su, Yi-Zeng Hsieh, Chen-Hsu Wang, Pa-Chun Wang]",A Jacobian Matrix-Based Learning Machine and Its Applications in Medical Diagnosis.
"[Ahmad Rauf Subhani, Wajid Mumtaz, Mohamad Naufal bin Mohamad Saad, Nidal S. Kamel, Aamir Saeed Malik]",Machine Learning Framework for the Detection of Mental Stress at Multiple Levels.
"[S. M. Shahrear Tanzil, William Hoiles, Vikram Krishnamurthy]",Adaptive Scheme for Caching YouTube Content in a Cellular Network - Machine Learning Approach.
"[Osama Bin Tariq, Mihai Teodor Lazarescu, Javed Iqbal, Luciano Lavagno]",Performance of Machine Learning Classifiers for Indoor Person Localization With Capacitive Sensors.
"[Qingbin Tong, Junci Cao, Baozhu Han, Xiaodong Zhang, Zhengwei Nie, Jiamin Wang, Yuyi Lin, Weidong Zhang]",A Fault Diagnosis Approach for Rolling Element Bearings Based on RSGWPT-LCD Bilayer Screening and Extreme Learning Machine.
"[Linfeng Wei, Weiqi Luo, Jian Weng, Yanjun Zhong, Xiaoqian Zhang, Zheng Yan]",Machine Learning-Based Malicious Application Detection of Android.
"[Shuo Yang, Ran Wei, Jingzhi Guo, Lida Xu]",Semantic Inference on Clinical Documents - Combining Machine Learning Algorithms With an Inference Engine for Effective Clinical Diagnosis and Treatment.
"[Yong Yang, Mei Yang, Shuying Huang, Yue Que, Min Ding, Jun Sun]",Multifocus Image Fusion Based on Extreme Learning Machine and Human Visual System.
"[Ji Zhang, Raid Lafta, Xiaohui Tao, Yan Li, Fulong Chen, Yonglong Luo, Xiaodong Zhu]",Coupling a Fast Fourier Transformation With a Machine Learning Ensemble Model to Support Recommendations for Heart Disease Patients in a Telehealth Environment.
"[Qingxue Zhang, Xuan Zeng 0001, Wenchuang Hu, Dian Zhou]",A Machine Learning-Empowered System for Long-Term Motion-Tolerant Wearable Monitoring of Blood Pressure and Heart Rate With Ear-ECG/PPG.
"[Abdulkader Helwan, Dilber Uzun Ozsahin]",Sliding Window Based Machine Learning System for the Left Ventricle Localization in MR Cardiac Images.
"[Lei Zhang 0036, Yu Cao, Fei Yang, Qiushi Zhao]",Machine Learning and Visual Computing.
"[Kristina Doycheva, Gordon Horn, Christian Koch 0001, Andreas Schumann, Markus König]",Assessment and weighting of meteorological ensemble forecast members based on supervised machine learning with application to runoff simulations and flood warning.
"[Alyssa Ngu-Oanh Quach, Lucie Tabor, Dany Dumont, Benoit Courcelles, James-A. Goulet]",A machine learning approach for characterizing soil contamination in the presence of physical site discontinuities and aggregated samples.
"[Wei Li, Sen Cao, Carlos Campos-Vargas, Arturo Sanchez-Azofeifa]",Identifying tropical dry forests extent and succession via the use of machine learning techniques.
"[Niklas Moran, Simon Nieland, Gregor Tintrup gen. Suntrup, Birgit Kleinschmit]",Combining machine learning and ontological data handling for multi-source classification of nature conservation areas.
Dorota Wilk-Kolodziejczyk,Reasoning Algorithm for a Creative Decision Support System Integrating Inference and Machine Learning.
Todd W. Neller,AI education - machine learning resources.
"[Stefan Meinzer, Ulf Jensen, Alexander Thamm, Joachim Hornegger, Björn M. Eskofier]",Can machine learning techniques predict customer dissatisfaction? A feasibility study for the automotive industry.
"[Claus Bendtsen, Andrea Degasperi, Ernst Ahlberg, Lars Carlsson]",Improving machine learning in early drug discovery.
Yoel Tenne,Machine-learning in optimization of expensive black-box functions.
"[Mengyu Xu, Zhenmin Tang, Yazhou Yao, Lingxiang Yao, Huafeng Liu, Jingsong Xu]",Deep Learning for Person Reidentification Using Support Vector Machines.
Bipin Kumar Tripathi,On the complex domain deep machine learning for face recognition.
"[Chunsheng Yang, Sylvain Létourneau, Jie Liu, Qiangqiang Chen, Yubin Yang]",Machine learning-based methods for TTF estimation with application to APU prognostics.
"[Zhusong Liu, Zhenyou Wang, Yuan-Yuan Lu]","A Bicriteria Approach for Single Machine Scheduling with Resource Allocation, Learning Effect and a Deteriorating Maintenance Activity."
Mathukumalli Vidyasagar,Machine learning methods in computational cancer biology.
"[Muhammad Tahir, Maqsood Hayat]",Machine learning based identification of protein-protein interactions using derived features of physiochemical properties and evolutionary profiles.
"[Michele Tonutti, Gauthier Gras, Guang-Zhong Yang]",A machine learning approach for real-time modelling of tissue deformation in image-guided neurosurgery.
"[Quan Zou, Lei Chen 0007, Tao Huang 0004, Zhenguo Zhang, Yungang Xu]",Machine learning and graph analytics in computational biomedicine.
"[S. Heilbrunn, N. Rabin, S. Rozenes]",Detecting mutual configurations of applied planning strategies and performances in small and medium sized businesses with kernel based machine learning methods.
"[Mohamed Layouni, Mohamed Salah Hamdi, Sofiène Tahar]",Detection and sizing of metal-loss defects in oil and gas pipelines using pattern-adapted wavelets and machine learning.
"[Mahdi Nasiri, Behrouz Minaei, Zeinab Sharifi]",Adjusting data sparsity problem using linear algebra and machine learning algorithm.
"[Chi-Man Vong, Yan Liu, Jiuwen Cao, Chun Yin]",Cascaded re-ranking modelling of translation hypotheses using extreme learning machines.
"[Chih-Chieh Young, Wen-Cheng Liu, Ming-Chang Wu]",A physically based and machine learning hybrid approach for accurate rainfall-runoff modeling during extreme typhoon events.
"[Allysson Allex Araújo, Matheus Paixão, Italo Yeltsin, Altino Dantas, Jerffeson Souza]",An Architecture based on interactive optimization and machine learning applied to the next release problem.
"[Florian Dumpert, Martin Beck]",Einsatz von Machine-Learning-Verfahren in amtlichen Unternehmensstatistiken.
"[Nikhitha K. Nair, S. Asharaf]",Tensor Decomposition Based Approach for Training Extreme Learning Machines.
"[Bilguunzaya Battogtokh, Majid Mojirsheibani, James Malley]",The optimal crowd learning machine.
Davide Chicco,Ten quick tips for machine learning in computational biology.
"[Randal S. Olson, William La Cava, Patryk Orzechowski, Ryan J. Urbanowicz, Jason H. Moore]",PMLB - a large benchmark suite for machine learning evaluation and comparison.
"[Ignacio Arganda-Carreras, Verena Kaynig, Curtis Rueden, Kevin W. Eliceiri, Johannes E. Schindelin, Albert Cardona, H. Sebastian Seung]",Trainable Weka Segmentation - a machine learning tool for microscopy pixel classification.
"[Renzhi Cao, Badri Adhikari, Debswapna Bhattacharya, Miao Sun, Jie Hou, Jianlin Cheng]",QAcon - single model quality assessment using protein structural and contact information with machine learning techniques.
Mikhail G. Dozmorov,Epigenomic annotation-based interpretation of genomic data - from enrichment analysis to machine learning.
"[Dana Ferranti, David Krane, David Craft]",The value of prior knowledge in machine learning of complex network systems.
"[Moritz Hess, Stefan Lenz, Tamara J. Blätte, Lars Bullinger, Harald Binder]",Partitioned learning of deep Boltzmann machines for SNP data.
"[Toby Dylan Hocking, Patricia Goerner-Potvin, Andreanne Morin, Xiaojian Shao, Tomi Pastinen, Guillaume Bourque]",Optimizing ChIP-seq peak detectors using visual labels and supervised machine learning.
"[Tushar Jain, Todd Boland, Asparouh Lilov, Irina Burnina, Michael Brown, Yingda Xu, Maximiliano Vásquez]",Prediction of delayed retention of antibodies in hydrophobic interaction chromatography from sequence using machine learning.
"[Milos Pavlovic, Pradipta Ray, Kristina Pavlovic, Aaron Kotamarti, Min Chen, Michael Q. Zhang]",DIRECTION - a machine learning framework for predicting and characterizing DNA methylation and hydroxymethylation in mammalian genomes.
"[Anand Sastry, Jonathan Monk, Hanna Tegel, Mathias Uhlen, Bernhard O. Palsson, Johan Rockberg, Elizabeth Brunk]",Machine learning in computational biology to accelerate high-throughput protein expression.
"[Jingcheng Du, Jun Xu 0007, Hsing-yi Song, Xiangyu Liu, Cui Tao]",Optimization on machine learning based approaches for sentiment analysis on HPV vaccines related tweets.
"[Hua Min, Hedyeh Mobahi, Katherine Irvin, Sanja Avramovic, Janusz Wojtusiak]",Predicting activities of daily living for cancer patients using an ontology-guided machine learning methodology.
"[Ji-Hoon Lee, Seung Hwan Lee, Christina Baek, Hyo-Sun Chun, Je-hwan Ryu, Jin-Woo Kim 0001, Russell J. Deaton, Byoung-Tak Zhang]",In vitro molecular machine learning algorithm via symmetric internal loops of DNA.
"[Juan C. Aledo, Francisco R. Cantón, Francisco J. Veredas]",A machine learning approach for predicting methionine oxidation sites.
"[Brian Connolly, K. Bretonnel Cohen, Daniel Santel, Ulya Bayram, John Pestian]",A nonparametric Bayesian method of translating machine learning scores to probabilities in clinical decision support.
"[Janna L. Fierst, Duncan A. Murdock]",Decontaminating eukaryotic genome assemblies with machine learning.
"[Yuri Bento Marques, Alcione de Paiva Oliveira, Ana Tereza Ribeiro de Vasconcelos, Fabio Ribeiro Cerqueira]",Erratum to - Mirnacle - machine learning with SMOTE and random forest for improving selectivity in pre-miRNA ab initio prediction.
"[Antonio Martín-Navarro, Andrés Gaudioso-Simón, Jorge Álvarez-Jarreta, Julio Montoya, Elvira Mayordomo, Eduardo Ruiz-Pesini]",Machine learning classifier for identification of damaging missense mutations exclusive to human mitochondrial DNA-encoded polypeptides.
"[Daniel Ian McSkimming, Khaled Rasheed, Natarajan Kannan]",Classifying kinase conformations using a machine learning approach.
"[Santosh Philips, Heng-Yi Wu, Lang Li 0001]",Using machine learning algorithms to identify genes essential for cell survival.
"[Mohamed Amine Remita, Ahmed Halioui, Abou Abdallah Malick Diouara, Bruno Daigle, Golrokh Kiani, Abdoulaye Baniré Diallo]",A machine learning approach for viral genome classification.
"[Jose Cleydson F. Silva, Thales F. M. Carvalho, Marcos F. Basso, Michihito Deguchi, Welison A. Pereira, Roberto R. Sobrinho, Pedro M. P. Vidigal, Otávio J. B. Brustolini, Fabyano F. Silva, Maximiller Dal-Bianco, Renildes L. F. Fontes, Anésia A. Santos, Francisco Murilo Zerbini, Fabio Ribeiro Cerqueira, Elizabeth P. B. Fontes]",Geminivirus data warehouse - a database enriched with machine learning approaches.
"[Jose Cleydson F. Silva, Thales F. M. Carvalho, Elizabeth P. B. Fontes, Fabio Ribeiro Cerqueira]",Fangorn Forest (F2) - a machine learning approach to classify genes and genera in the family Geminiviridae.
